,Index,JobLine,NormorlizedJobLine
199,199,"Manage enterprise migration projects, align processes, system deployments, and management practices to ensure projects meet or exceed business goals.",inform technolog manag manag enterpris migrat project align process system deploy manag practic ensur project meet exceed busi goal
200,200,"Successfully designed, implemented, and completed Windows Server 2016 terminal server migration.",inform technolog manag success design implement complet window server termin server migrat
201,201,Providing optimal network performance and up-time of 99.7%.,inform technolog manag provid optim network perform time
202,202,"Lead audit and exam processes; facilitate responses to questions during audits/exams, keeping executive management abreast of any potential findings or compliance issues.",inform technolog manag lead audit exam process facilit respons question audit exam keep execut manag abreast potenti find complianc issu
203,203,Manage day-to-day operations of IT department.,inform technolog manag manag day day oper inform technolog depart
204,204,"Provide end-to-end application and technical support, information, assistance, and training to business end-user customers.",inform technolog manag provid end end applic technic support inform assist train busi end user custom
205,205,"Reviewed and assessed architecture design, implementation, testing and deployment needs to identify project requirements and costs.",inform technolog manag review assess architectur design implement test deploy need identifi project requir cost
206,206,"Guided implementation of company-wide enterprise security strategy for network and hardware, disaster recovery, data protection and endpoint protection.",inform technolog manag guid implement compani wide enterpris secur strategi network hardwar disast recoveri data protect endpoint protect
207,207,Created storage allocation for new build and existing Windows servers and clusters.,inform technolog manag creat storag alloc new build exist window server cluster
208,208,Supported budget process and TCO modeling to manage and reduce spending.,inform technolog manag support budget process tco model manag reduc spend
